ringer,tr,ring,,bird,birdid,recap,day,month,year,season,location,resight,logger,type,harness,span,age,sex,fat,pec,wing,tail,mass1,mass2,hr,min,moult,bodymoult,headmoult,billlength,narestotip,billheight,billwidth,medcovs,greatercovs,maxtar,mintar,mouth,featherwear,capmethod
EMB,N,none,,BxLCN,131,2,7,3,2013,2,1,Y,10,,,34.5,,2,0,2,77,,15.5,15.9,7,0,O,3,2,,,,,,,,,,H,N
EMB,N,AP87509,,BmxRL,131,3,29,10,2013,3,1,,,,,,1,2,0,1,76,F,15.3,16,7,50,O,,,,,,,,,24.9,22.1,pale,L,T
ALICE,R,,,BmxRL,131,1,22,3,2014,3,1,,,,,,1,2,2,2,76,,16.4,,9,30,,,,,,,,,,24.5,22.3,,,
EMB,N,none,,OxONC,132,1,7,3,2013,2,1,Y,12,,,34,2,2,0,1,77,,15.3,15.7,7,15,O,3,2,,,,,,,25.6,23.6,,L,N
EMB,N,none,,YxNCN,133,1,7,3,2013,2,1,Y,9,,,33,2,1,0,1,77,,16,16.4,7,30,O,1,0,,,,,,,24.9,22,,H,N
EMB,N,none,,OxLNC,134,1,8,3,2013,2,1,Y,17,,,35,2,1,0,2,81,,17.2,17.9,6,30,O,3,3,,,,,,,25,22.7,,M,N
EMB,N,AP88096,,RYRm2,135,1,26,1,2012,1,6,Y,none,,,,2,2,0,2,79,46,14.4,,9,0,O,0,0,12.4,9.1,3.7,4.5,,,25,22.2,,,T
EMB,N,AP88097,,BWBm,136,1,27,1,2012,1,2,Y,none,,,,1,,0,1,79,49,15.7,,8,0,O,0,0,11.1,8.8,3.6,4,,,26.2,23.4,,,T
EMB,N,AP88101,,RYRm1,137,1,27,1,2012,1,2,Y,none,,,,2,2,0,2,77,44,15.8,,8,30,O,0,0,11.7,8.3,3.7,4,,,24.7,21.9,,,T
EMB,N,AP88102,,OWYm,138,1,27,1,2012,1,2,Y,none,,,,1,2,0,2,75,45,15.1,,9,0,O,0,0,12.3,8.1,4.1,4,,,24.7,21.8,,,T
EMB,N,AP88103,,ROBm,139,1,27,1,2012,1,2,Y,none,,,,2,1,0,2,77,45,14.7,,9,45,O,0,0,11.2,8.3,3.7,3.8,,,25.4,22.6,,,T
EMB,N,AP88104,,BOOm,140,1,28,1,2012,1,2,Y,none,,,,1,1,0,2,77,45,13.5,,8,45,O,0,0,11.8,8.4,3.8,4.2,,,24.9,22.1,,,T
EMB,N,AP88105,,WBRm,141,1,28,1,2012,1,2,Y,none,,,,1,1,2,2,77,44,17.2,,9,0,O,0,0,12.3,8.5,3.7,4,,,25.4,22.7,,,T
EMB,N,AP88106,,BRYm,142,1,28,1,2012,1,2,Y,none,,,,1,2,0,2,77,44,14.4,,9,15,O,0,0,12.4,9.1,3.9,4.1,,,24.9,22.5,,,T
EMB,N,AP88107,,WOWm,143,1,28,1,2012,1,2,Y,none,,,,2,,3,2,79,46,16.5,,9,30,O,0,0,12.3,8.9,3.7,4.3,,,25.1,22.2,,,T
EMB,N,AP88108,,OBOm,144,1,28,1,2012,1,2,Y,none,,,,1,1,0,2,79,47,15,,10,0,O,0,0,12.8,9.6,3.8,3.9,,,24.7,21.9,,,T
EMB,N,AP88109,,BRRm,145,1,28,1,2012,1,2,Y,none,,,,1,1,0,2,80,48,15.5,,10,15,O,0,0,11.7,8.2,3.6,4.1,,,25,22.4,,,T
EMB,N,AP88110,,ORRm,146,1,30,1,2012,1,2,Y,none,,,,1,1,0,2,81,49,14.6,,8,30,O,0,0,11.2,8.1,3.7,4,,,25.3,22.8,,,T
EMB,N,AP88111,,YYBm,147,1,30,1,2012,1,2,Y,none,,,,1,1,0,2,80,48,15,,8,45,O,0,0,11.5,8.8,3.8,4.2,,,25.7,22.6,,,T
EMB,N,AP88112,,YWWm,148,1,30,1,2012,1,2,Y,none,,,,2,1,0,2,76,44,15.9,,9,15,O,0,0,13.1,9.3,3.8,4.2,,,24.9,22.4,,,T
EMB,N,AP88113,,WRBm,149,1,30,1,2012,1,2,Y,none,,,,2,2,0,2,78,45,15.4,,10,15,O,0,0,12.5,8.6,3.7,3.7,,,24.5,21.3,,,T
EMB,N,AP88114,,RWBm,150,1,31,1,2012,1,2,Y,none,,,,1,2,3,2,78,47,15.1,,7,30,O,0,0,11.5,8,3.7,4,,,24.9,22.1,,,T
EMB,N,AP88115,,OYBm,151,1,31,1,2012,1,2,Y,none,,,,2,2,0,2,77,47,13.5,,9,0,O,0,0,12.5,8.8,3.6,4,,,24.1,21.6,,,T
EMB,N,AP88116,,RBYm,152,1,31,1,2012,1,2,Y,none,,,,1,1,0,1,77,46,14.8,,9,30,O,0,0,11.7,8.8,3.8,4,,,24.1,21.8,,,T
EMB,N,AP88127,,BBYm,153,1,4,2,2012,1,2,Y,none,,,,1,1,0,2,76,46,14.1,,7,30,O,0,0,12.3,9.4,3.7,4.4,,,24.2,21.7,,,T
EMB,N,AP88128,,BBRm,154,1,4,2,2012,1,2,Y,none,,,,1,1,0,2,77,46,14.4,,8,15,O,0,0,11.8,9,3.7,4,,,24.7,21.8,,,T
EMB,N,AP88129,,WWBm,155,1,4,2,2012,1,2,Y,none,,,,2,2,0,2,73,44,15.1,,9,45,O,0,0,12.5,8.7,3.8,4.2,,,24.7,21.9,,,T
EMB,N,AP88130,,OWOm,156,1,4,2,2012,1,2,Y,none,,,,1,1,0,3,80,48,14.6,,10,0,O,0,0,11.4,7.8,3.5,4.1,,,24.8,22.1,,,T
EMB,N,AP88131,,WYWm,157,1,5,2,2012,1,2,N,none,,,,1,1,0,2,80,46,14.7,,8,15,O,0,0,12.2,8.5,3.9,4.1,,,24.7,21.9,,,T
EMB,N,AP88132,,OBRm,158,1,5,2,2012,1,2,Y,none,,,,1,1,0,2,80,45,14.6,,8,30,O,0,0,11.9,8.4,3.7,3.9,,,24.5,21.8,,,T
EMB,N,AP88133,,BBOm,159,1,5,2,2012,1,2,N,none,,,,2,2,0,2,77,46,13.8,,9,0,O,0,0,11.5,8.4,3.7,4.2,,,24.5,21.8,,,T
EMB,N,AP88134,,RWRm,160,1,5,2,2012,1,2,Y,none,,,,1,1,0,2,78,47,15.6,,9,30,O,0,0,11.9,8.3,3.9,3.9,,,24.7,22.1,,,T
EMB,N,AP88135,,ORBm,161,1,7,2,2012,1,2,Y,none,,,,2,2,0,2,77,45,15.1,,7,45,O,0,0,12.5,8.8,3.9,4.1,,,25.7,23,,,T
EMB,N,AP88136,,WBBm,162,2,7,2,2012,1,2,Y,none,,,,1,2,0,1,78,46,14.4,,7,45,O,0,0,11.9,8.8,3.7,3.7,,,25.5,22.4,,,T
EMB,R,AP88136,,WLWxBm,162,2,22,2,2014,3,2,Y,65,LONG,TIE,101,1,2,,,,F,14.5,15.4,7,25,O,0,,,,,,AD,,24.8,22.3,PALE GREY,L,N
ALICE,R,,,WLWxBm,162,1,30,3,2014,3,2,,,,,,1,2,0,2,79,,15.5,16.1,7,0,,,,,,,,,,24.4,22.3,,,
EMB,N,AP88137,,RYBm,163,1,7,2,2012,1,2,Y,none,,,,1,1,1,2,82,46,16,,9,30,O,2,0,11.9,8.4,3.8,4,,,25.2,22.4,,,T
EMB,N,AP63283,,RBRm,164,1,7,2,2012,1,2,Y,none,,,,1,2,0,2,77,46,14.7,,10,0,O,0,0,11.8,8.4,3.5,4,,,24.6,21.9,,,T
EMB,N,AP88138,,ROOm,165,1,7,2,2012,1,2,Y,none,,,,1,1,0,3,79,49,15.2,,10,15,O,0,0,10.6,7.9,3.6,3.9,,,24,21,,,T
EMB,N,AP88139,,BWOm,166,1,8,2,2012,1,6,Y,none,,,,2,2,0,2,75,45,12.9,,7,45,O,0,0,11.6,9,3.7,3.9,,,24.2,21.4,,,T
EMB,N,AP88140,,BBWm,167,1,8,2,2012,1,6,Y,none,,,,1,2,0,2,77,48,14.4,,8,30,O,0,0,12,8.8,3.8,4.2,,,24.6,22.2,,,T
EMB,N,AP88141,,BOWm,168,1,9,2,2012,1,6,Y,none,,,,2,2,0,2,76,46,14,,8,30,O,0,0,11.8,8.5,3.7,4.5,,,24.6,22,,,T
EMB,N,AP88142,,RBOm,169,1,9,2,2012,1,6,Y,none,,,,1,2,0,1,77,47,12.9,,10,0,O,0,0,12.2,9,3.6,3.9,,,24,21.3,,,T
EMB,N,AP88143,,BOBm,170,1,10,2,2012,1,4,Y,none,,,,1,1,0,2,80,48,15,,8,45,O,2,1,12,7.9,3.7,4,,,25,22.4,,,T
EMB,N,AP88144,,RYWm,171,1,10,2,2012,1,4,N,none,,,,2,1,0,2,78,46,15.7,,10,0,O,0,0,12.5,8.4,3.9,3.7,,,25.7,23,,,T
EMB,N,AP88145,,OROm,172,1,10,2,2012,1,4,Y,none,,,,1,2,0,2,74,46,14.1,,10,30,O,0,0,11.7,8.3,3.6,3.9,,,23.2,20.2,,,T
EMB,N,AP88146,,BWYm,173,1,11,2,2012,1,4,Y,none,,,,2,2,0,2,74,43,13.1,,8,0,O,0,0,12,8.7,3.7,4.2,,,25.2,22.4,,,T
EMB,N,AP88147,,WBWm,174,1,11,2,2012,1,4,Y,none,,,,2,2,1,2,77,45,14.1,,9,0,O,0,0,11.7,8.1,3.4,4,,,24.6,22.3,,,T
EMB,N,AP87506,,BYYm,178,1,29,10,2013,3,1,Y,none,,,,2,,0,1,82,(M),15.7,,6,50,O,0,,,,,,,80GC?,25.6,22.9,pale,M,N
EMB,N,AP87507,,BOmB.J,179,1,29,10,2013,3,1,N,none,,,,,1,0,2,78.5,M,14.7,,7,0,O,0,,,,,,,,23.9,21.2,pale,L,N
EMB,N,AP87508,,BmWO,180,1,29,10,2013,3,1,N,none,,,,,,0,1,78,?,14.6,,7,5,O,0,,,,,,,,24.1,21.8,yellow,M,N
EMB,N,AP87510,,OmYB,181,1,30,10,2013,3,1,N,none,,,,2,1,0,2,74,(M),15.7,,6,10,O,0,,,,,,,8OGC,25.7,23,pale,M,N
EMB,N,AP87511,,YmPL,182,1,30,10,2013,3,1,N,none,,,,2,1,0,2,79,(M),15.2,,6,15,O,0,,,,,,J,9OGC,24.7,22.2,yellow,M,N
EMB,N,AP87514,,BmWY.J,183,1,30,10,2013,3,1,Y,none,,,,2,1,0,1,79.5,M,16.1,,7,50,O,0,,,,,,J,9OGC,25,22.4,yellow,M,N
EMB,N,AP87515,,NmOL,184,1,30,10,2013,3,1,N,none,,,,2,2,0,1,78,F,14.9,,8,0,O,1,,,,,,J,9OGC,25.3,23.1,yellow,H,N
EMB,N,AP87517,,LmBW,185,1,31,10,2013,3,1,N,none,,,,2,,0,1,82,(M),14.7,,6,0,O,0,,,,,,J,,25.8,23,yellow,H,N
EMB,N,AP87519,,OmOB,186,1,31,10,2013,3,1,Y,none,,,,1,1,0,2,80,M,15.4,,7,30,O,0,,,,,,,,24.4,22.4,black,L,T
EMB,N,AP87520,,OmYY,187,1,31,10,2013,3,1,Y,none,,,,1,1,0,2,81,M,14.6,,7,40,O,0,,,,,,,9OGC,25.2,22.6,yellow black,L,T
EMB,N,AP87521,,WmOW,188,1,31,10,2013,3,1,Y,none,,,,2,1,0,1,80.5,M,15.4,,7,45,O,0,,,,,,,,25.6,23.2,yellow,L,T
EMB,N,AP87525,,YmWO,190,1,4,11,2013,3,2,Y,none,,,,,1,0,1,80,(M),14.9,,6,50,O,0,,,,,,,,25,22.5,pale,M,T
EMB,N,AP87530,,GmWO,191,1,13,11,2013,3,2,Y,none,,,,1,1,0,1,78.5,M,15.4,,7,20,O,0,,,,,,A,,23.7,21.2,pale,M,T
EMB,R,AP87530,,GmxWNP,191,2,12,2,2014,3,2,,141,SHORT,ELASTIC,36,1,1,0,1,79.5,M,15.3,15.9,8,20,O,,,,,,,AD,,,,GREY,M,N
EMB,N,AP87531,,YBLm,192,1,13,11,2013,3,2,Y,none,,,,2,,0,1,79,(M),13.8,,7,30,O,0,,,,,,J,8OGC,24.4,22.1,pale,H,T
EMB,N,AP87532,,WmBW.A,193,1,13,11,2013,3,2,N,none,,,,1,1,0,2,80,M,15.4,,7,40,O,0,,,,,,A,,24.8,22.3,yellow,L,T
EMB,N,AP87533,,WBWm.G,194,1,13,11,2013,3,,?,none,,,,2,2,0,1,79,F,14.1,,14,0,O,0,,,,,,J,8OGC,24.8,22,very pale,H,T
EMB,N,AP87534,,YmOW,195,1,14,11,2013,3,4,Y,none,,,,2,2,0,2,78,F,14.1,,6,50,O,0,,,,,,J,8OGC,23.5,21,pale,L,T
EMB,N,AP87535,,BmOO,196,1,14,11,2013,3,4,Y,none,,,,,,0,1,77,(M),15.7,,7,0,O,0,,,,,,,,24.6,22,grey,M,T
EMB,N,AP87536,,OmBB,197,1,14,11,2013,3,4,Y,none,,,,1,1,0,2,82,(F)?,15.2,,7,15,O,0,,,,,,A,,24.1,21.6,grey,L,T
EMB,R,AP87536,,OWmxBB,197,2,18,2,2014,3,4,,74,LONG,TIE,96.5,1,1,0,1,83.5,(F),14.7,15.3,6,55,O,2,,,,,,,,,,PALE/YELLOW,M,N
EMB,N,AP87537,,WmBW.B,198,1,14,11,2013,3,4,Y,none,,,,1,1,0,2,79,(M),14.3,,7,30,O,0,,,,,,A,,24.9,22.3,very pale,L,T
EMB,N,AP87538,,LmOW,199,1,14,11,2013,3,4,N,none,,,,2,,0,1,81,(M),14.4,,7,30,O,0,,,,,,J,8OGC,25.3,22.9,pale,H,T
EMB,N,AP87539,,PmPW,200,1,14,11,2013,3,4,N,none,,,,2,2,0,2,75,F,15.5,,7,50,O,0,,,,,,J,JUV,25,22.4,pale,M,T
EMB,N,AP87540,,GmOB,201,1,14,11,2013,3,4,Y,none,,,,1,2,0,2,76.5,F,15.6,,8,0,O,0,,,,,,A,,25.2,22.3,pale,L,T
EMB,N,AP87541,,BmWG,202,1,14,11,2013,3,4,N,none,,,,2,,0,1,80.5,(F),15.2,,8,10,O,1,,,,,,J,9OGC,24.5,22.2,pink,M,T
EMB,N,AP87542,,PmOP,203,1,14,11,2013,3,1,Y,none,,,,2,2,0,2,,F,14.8,,17,15,O,0,,,,,,,9OGC,24.7,21.7,pale yellow,L,T
EMB,N,AP87543,,GmYB,204,1,15,11,2013,3,1,Y,none,,,,1,1,0,2,80.5,M,15.6,,6,45,O,0,,,,,,A,,25.6,22.9,black,L,T
EMB,N,AP87544,,YmPO,205,1,15,11,2013,3,1,Y,none,,,,2,1,0,1,78,M,14.4,,6,55,O,0,,,,,,J,8OGC,24.5,21.8,yellow,M,T
EMB,N,AP87545,,BmYP,206,1,15,11,2013,3,1,N,none,,,,1,1,0,2,77,M,15.1,,7,5,O,0,,,,,,A,,24.3,21.8,grey,L,T
EMB,N,AP87546,,WmBY,207,1,15,11,2013,3,1,N,none,,,,,1,0,1,79,M,16.3,,7,45,O,0,,,,,,A,,24.9,22.2,grey,L,T
EMB,N,AP87547,,OmOW,208,1,15,11,2013,3,1,Y,none,,,,2,,0,2,77.5,(M),15.4,,8,0,O,0,,,,,,J,8OGC,24.9,22.4,pink,M,T
EMB,N,AP87548,,BmYY,209,1,15,11,2013,3,1,Y,none,,,,1,2,0,2,78,F,16.1,,8,5,O,0,,,,,,A,,24.8,22,black,L,T
EMB,N,AP87549,,LmOL,210,1,15,11,2013,3,1,N,none,,,,2,1,0,2,79,M,16.2,,17,20,O,0,,,,,,A,,24.1,21.8,pale,M,T
EMB,N,AP87550,,YmLO,211,1,16,11,2013,3,1,Y,none,,,,1,1,0,2,82,(F),15.6,,7,10,O,1,,,,,,J,10OGC,24,21.9,black,L,T
EMB,R,AP87550,,YmxOWL,211,2,6,2,2014,3,1,,133,SHORT,ELASTIC,36.5,1,1,0,2,82,M,15.9,16.5,6,45,O,0,,,,,,,,,,BLACK,L,N
EMB,N,AP87551,,OmLB,212,1,16,11,2013,3,1,Y,none,,,,2,,0,1,79,M,14.2,,7,25,O,0,,,,,,A,,24.3,21.9,yellow,L,T
EMB,N,AP87552,,BmWW,213,1,16,11,2013,3,1,Y,none,,,,1,1,0,1,78,M,14.4,,7,30,O,0,,,,,,J,8OGC,24.5,21.9,black,H,T
EMB,R,AP87552,,BmxWBR,213,2,6,2,2014,3,1,,132,SHORT,ELASTIC,34.5,1,1,0,2,77,M,14.5,15.2,7,15,O,0,,,,,,,,,,GREY,H,N
EMB,N,AP87553,,BmPW,214,1,16,11,2013,3,1,N,none,,,,2,2,0,1,75,F,16.1,,7,40,O,1,,,,,,J,8OGC,24.3,21.8,pale,H,T
EMB,N,AP87554,,YmWG,215,1,16,11,2013,3,1,N,none,,,,2,1,0,1,79,M,15.7,,8,0,O,0,,,,,,J,8OGC,24.5,22.6,yellow,H,T
EMB,N,AP87555,,OmGB,216,1,16,11,2013,3,1,Y,none,,,,2,2,0,2,77,F,17.5,,9,0,O,0,,,,,,J,8OGC,25.2,22.3,yellow,M,T
EMB,N,AP87557,,LmOO,217,1,18,11,2013,3,5,Y,none,,,,2,1,0,1,78,M,16.4,,7,20,O,0,,,,,,J,7OGC,26.3,23.3,yellow,H,T
EMB,N,AP87558,,YmOB,218,1,18,11,2013,3,5,N,none,,,,2,1,0,1,76,M,13.9,,7,30,O,0,,,,,,J,8OGC,23.1,20.2,pale,L,T
EMB,N,AP87559,,OmBW.H,219,1,18,11,2013,3,5,Y,none,,,,1,1,0,2,78,M,15.6,,7,35,O,0,,,,,,A,,24.1,21.5,black,L,T
EMB,N,AP87560,,BmBW.H1,220,1,18,11,2013,3,5,Y,none,,,,1,2,0,1,78,F,13,,7,50,O,0,,,,,,A,,23.9,21.3,pale,L,T
EMB,N,AP87561,,YmLB,221,1,18,11,2013,3,5,Y,none,,,,2,2,0,2,76,(F),15.5,,8,0,O,0,,,,,,J,8OGC,25.5,22.9,yellow,L,T
EMB,N,AP87556,,LmYL,222,1,18,11,2013,3,5,Y,none,,,,1,1,0,2,81,M,15.3,,9,5,O,0,,,,,,A,,24.6,22,black,L,T
EMB,N,AP87562,,GmBW.A,223,1,18,11,2013,3,2,N,none,,,,2,2,0,2,77,F,16.5,,17,10,O,0,,,,,,J,9OGC,24.5,21.6,,L,T
EMB,N,AP87563,,BmYO,224,1,19,11,2013,3,5,Y,none,,,,2,2,0,1,77,(F),15.1,,6,55,O,0,,,,,,J,9OGC,24.8,22.1,pale,L,T
EMB,N,AP87564,,WmOB,225,1,19,11,2013,3,5,N,none,,,,2,1,0,1,80,M,14.2,,7,15,O,0,,,,,,J,9OGC,22.6,20.1,yellow,H,T
EMB,N,AP87565,,OmWW,226,1,19,11,2013,3,5,Y,none,,,,2,,0,2,80,(F),14.1,,7,25,O,0,,,,,,J,8OGC,24.5,21.5,pale,H,T
EMB,N,AP87566,,GmWB,227,1,19,11,2013,3,5,Y,none,,,,2,2,0,1,79,(M),14.5,,7,40,O,0,,,,,,J,8OGC,25.5,22.8,yellow,L,T
EMB,N,AP87567,,WmBO,228,1,19,11,2013,3,5,Y,none,,,,1,2,0,1,77,F,14.2,,7,50,O,0,,,,,,A,,24.3,21.5,grey,L,T
EMB,N,AP87568,,OmLY,229,1,19,11,2013,3,5,Y,none,,,,1,1,0,1,80.5,M,13.6,,8,0,O,0,,,,,,A,,24.3,21.9,dark,L,T
EMB,N,AP87569,,YmBW,230,1,19,11,2013,3,5,Y,none,,,,1,1,0,1,80.5,M,14.1,,8,35,O,0,,,,,,A,,24.1,21.5,black,L,T
EMB,N,AP87570,,YmGW,231,1,19,11,2013,3,5,Y,none,,,,1,1,0,1,80,M,16.6,,8,40,O,0,,,,,,A,,25.7,23,yellow,,T
EMB,N,AP87571,,WmLY.H1,232,1,19,11,2013,3,5,Y,none,,,,1,1,0,1,79,M,14.6,,8,45,O,0,,,,,,A,,24.4,22.1,black,L,T
EMB,N,AP87572,,PmOO,233,1,20,11,2013,3,5,Y,none,,,,2,1,0,1,78,M,16.1,,6,55,O,0,,,,,,J,8OGC,25.7,23,pale,M,T
EMB,N,AP87573,,WmYB.H1,234,1,20,11,2013,3,5,N,none,,,,1,1,0,2,80,M,14.5,,7,5,O,0,,,,,,A,,24.9,22.3,pale grey,L,T
EMB,N,AP87574,,PmWW,235,1,20,11,2013,3,5,N,none,,,,1,2,0,2,79,F,15,,7,15,O,0,,,,,,A,,24.9,22.5,grey,L,T
EMB,N,AP87575,,BmOW,236,1,20,11,2013,3,5,N,none,,,,1,1,0,2,79,M,16.6,,7,50,O,0,,,,,,A,,24.8,22.3,grey,L,T
EMB,N,AP87576,,BmYB,237,1,20,11,2013,3,5,Y,none,,,,2,1,0,2,77.5,M,15.5,,8,5,O,0,,,,,,J,8OGC,25,22.3,pale,H,T
EMB,N,AP87577,,GmOW,238,1,20,11,2013,3,5,N,none,,,,2,,0,2,80,(F),16.9,,8,10,O,0,,,,,,J,8OGC,25.3,22.3,pale,H,T
EMB,N,AP87585,,WmYB.H2,239,1,22,11,2013,3,5,N,none,,,,2,,0,1,81,(M),15.9,,7,15,O,0,,,,,,J,,24.8,22.1,grey,M,T
EMB,N,AP87586,,YmGB,240,1,22,11,2013,3,5,Y,none,,,,2,1,0,1,79,M,14.3,,7,30,O,0,,,,,,J,8OGC,24.9,21.9,pale,M,T
EMB,N,AP87587,,OmWB,241,1,22,11,2013,3,5,Y,none,,,,2,2,0,1,75,F,12.6,,7,45,O,0,,,,,,J?,8OGC,23,20.4,pale,M,T
EMB,N,AP87578,,LmWG,242,1,21,11,2013,3,2,Y,none,,,,2,1,0,1,80,M,14.7,,7,0,O,0,,,,,,J,8OGC,25.6,22.7,yellow,M,T
EMB,N,AP87579,,YmYB,243,1,21,11,2013,3,2,N,none,,,,2,2,0,1,75,F,14.3,,7,20,O,0,,,,,,J,7OGC,24.5,21.7,,,T
EMB,N,AP87580,,LmWY,244,1,21,11,2013,3,2,Y,none,,,,2,1,0,1,78.5,M,16.2,,7,35,O,0,,,,,,J,9OGC,25.6,23.2,yellow,M,T
EMB,N,AP87581,,GmYG,245,1,21,11,2013,3,2,Y,none,,,,2,1,0,1,78,M,14.6,,7,50,O,0,,,,,,J,8OGC,23.3,20.6,yellow,H,T
EMB,R,AP87581,,GmxGPN,245,2,11,2,2014,3,2,,143,SHORT,TIE,97.5,2,1,0,2,78,M,14.6,15.1,6,50,O,,,,,,,JV,8OGC,22.8,20,YELLOW,H,N
EMB,N,AP87582,,OmYO,246,1,21,11,2013,3,2,Y,none,,,,1,1,0,1,80.5,M,15.7,,7,55,O,0,,,,,,A,,24.8,22.3,pale grey,L,T
EMB,N,AP87583,,WmYY,247,1,21,11,2013,3,2,Y,none,,,,1,1,0,2,80.5,M,18.2,,8,10,O,0,,,,,,A,,25.6,23,pale black,L,T
EMB,N,AP87588,,OmGW.H1,248,1,22,11,2013,3,5,Y,none,,,,,1,0,1,81,M,13.9,,8,10,O,0,,,,,,A?,2OGC,23.7,21.2,pale,L,T
EMB,N,AP87589,,PmLW,249,1,22,11,2013,3,5,Y,none,,,,2,1,0,1,77.5,M,15.8,,8,30,O,0,,,,,,J,8OGC,23.9,21.4,yellow,M,T
EMB,N,AP87590,,OmGW.H2,250,1,23,11,2013,3,5,Y,none,,,,2,2,0,1,76,(M),14.7,,7,5,O,0,,,,,,J,7OGC,24.9,22.4,pale,M,T
EMB,N,AP87584,,BmOY,251,1,22,11,2013,3,5,Y,none,,,,2,2,0,1,77,F,17.3,,7,10,O,0,,,,,,J,8OGC,25.4,22.2,pale,L,T
EMB,N,AP87591,,LmWB,252,1,23,11,2013,3,5,?,none,,,,2,,0,2,78,M,14.7,,7,25,O,0,,,,,,J,7OGC ?,24.4,21.8,yellow grey,M,T
EMB,N,AP87592,,WmWL,253,1,23,11,2013,3,5,Y,none,,,,2,1,0,1,76,(M),14.1,,8,10,O,0,,,,,,J,8OGC,23,21.5,pale,H,T
EMB,N,AP87593,,WmYB.H3,254,1,23,11,2013,3,5,Y,none,,,,1,1,0,1,79.5,M,15,,8,25,O,0,,,,,,A,,24.5,22.2,black,L,T
EMB,N,AP87594,,LmGO,255,1,23,11,2013,3,5,N,none,,,,2,1,0,1,81,(M),16.6,,9,10,O,0,,,,,,J,9OGC,24.5,22,yellow,H,T
EMB,N,AP87595,,LmWO,256,1,26,11,2013,3,5,Y,none,,,,,,0,1,79,?,15.4,,7,10,O,0,,,,,,A,,25.6,22.9,pale,L,T
EMB,N,AP87596,,BmOB,257,1,26,11,2013,3,5,N,none,,,,2,1,0,1,77.5,M,15,,7,30,O,0,,,,,,J,8OGC,24.9,22.5,pale,M,T
EMB,N,AP87597,,GmBW.H,258,1,26,11,2013,3,5,Y,none,,,,,2,0,2,79,F,14.6,,7,50,O,0,,,,,,A,,24.5,22.2,pink,L,T
EMB,N,AP87598,,WmGO,259,1,26,11,2013,3,5,Y,none,,,,2,1,0,1,78,(M),16.1,,8,30,O,0,,,,,,J,7OGC,24.4,21.1,pale,M,T
EMB,N,AP87599,,OmBY,260,1,27,11,2013,3,5,Y,none,,,,2,2,0,1,78.9,F,15.1,,7,10,O,0,,,,,,J,8OGC,25.4,22.9,pale yellow,M-H,T
EMB,N,AP87101,,GmYO,261,1,27,11,2013,3,5,Y,none,,,,2,1,0,1,81,M,16.6,,7,15,O,0,,,,,,J,8OGC,25.5,22.7,yellow,M,T
EMB,N,AP87102,,WmYW,262,1,27,11,2013,3,5,Y,none,,,,2,1,0,1,79,M,16.2,,7,45,O,0,,,,,,J,7OGCr9OL,25,22.7,pale,M,T
EMB,N,AP87103,,LmBO,263,1,27,11,2013,3,5,Y,none,,,,1,1,0,2,78,M,16.7,,8,20,O,0,,,,,,A,,25.5,23,black,L,T
EMB,N,AP87104,,YmWW,264,1,27,11,2013,3,5,Y,none,,,,2,1,0,2,80,M,15.2,,8,35,O,0,,,,,,J,4OGC,24.9,22.5,yellow,M,T
EMB,N,AP87105,,OmYG,265,1,27,11,2013,3,5,Y,none,,,,1,2,0,1,81,?,15.4,,9,5,O,0,,,,,,A,,24.9,22.4,black,L,T
EMB,N,AP87106,,BmGB.H,266,1,27,11,2013,3,5,N,none,,,,2,2,0,2,74,F,14.8,,9,15,O,0,,,,,,J,8OGC,23.2,20.5,pale,H,T
EMB,N,AP87107,,WmYO.G,267,1,28,11,2013,3,,Y,none,,,,2,2,0,2,75,F,14.6,,8,0,O,0,,,,,,J,9OGC,24.5,22.4,yellow,H,T
EMB,N,AP87108,,BmYW,268,1,29,11,2013,3,5,Y,none,,,,2,1,0,2,76.5,M,14.5,,7,25,O,0,,,,,,J,8OGC,23.2,20.5,yellow,L,T
EMB,N,AP87109,,LmYY,269,1,29,11,2013,3,5,Y,none,,,,1,1,0,1,82,M,15.6,,7,50,O,0,,,,,,A,,24.8,22.3,black,L,T
EMB,N,AP87110,,YmOO,270,1,29,11,2013,3,5,N,none,,,,2,,0,1,76,(M),14.6,,8,0,O,0,,,,,,J,10OGC,23.7,21.1,pale grey,H,T
EMB,N,AP87112,,BmBL,271,1,29,11,2013,3,5,Y,none,,,,2,1,0,1,79,M/F,15.7,,8,30,O,0,,,,,,J,,24.3,21.8,yellow black,L,T
EMB,N,AP87113,,LmOB,272,1,29,11,2013,3,5,N,none,,,,2,1,0,2,78,M,15.7,,9,20,O,0,,,,,,J,9OGC,24.8,22.2,yellow,H,T
EMB,N,AP87114,,GmOO,273,1,29,11,2013,3,5,Y,none,,,,1,1,0,1,82,M,15.2,,9,25,O,0,,,,,,A,9OGC,24.3,21.5,pale black,L,T
EMB,N,AP87115,,OmWY,274,1,30,11,2013,3,5,N,none,,,,1,2,0,2,79,F,15.9,,7,0,O,0,,,,,,A,,24.9,22.2,pale grey,L,T
EMB,N,AP87117,,WmYO.H,275,1,30,11,2013,3,5,Y,none,,,,1,1,0,1,78,M,15.7,,7,25,O,0,,,,,,A,,25.3,22.5,black,L,T
